period_date,year,period,month,period_abbr,period_name,sizeclass_code,industry_code,industry_text,state_code,state_text,jobs,quits,hires
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,21,Kentucky,4.7,2.8,4.2
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,21,Kentucky,4.4,2.9,4.1
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,21,Kentucky,4.4,2.5,4.2
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,21,Kentucky,4.3,2.4,4.1
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,21,Kentucky,4.3,2.5,4.3
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,21,Kentucky,4.3,2.4,4.1
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,21,Kentucky,4.6,2.4,4.2
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,21,Kentucky,4.7,2.3,4.1
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,21,Kentucky,4.5,2.4,4.6
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,21,Kentucky,4,2.5,4.3
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,21,Kentucky,4.7,3.2,4.4
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,21,Kentucky,4.3,2.4,4.5
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,21,Kentucky,4.4,2.1,4
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,21,Kentucky,4.2,2.2,3.9
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,21,Kentucky,4.8,2.1,5
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,21,Kentucky,5.2,2.2,6.8
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,21,Kentucky,5.2,1.9,5
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,21,Kentucky,5,3.1,5.4
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,21,Kentucky,4.7,3.1,5.5
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,21,Kentucky,5,3.2,5.5
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,21,Kentucky,4.8,3.2,5.2
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,21,Kentucky,4.7,2.8,4.7
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,21,Kentucky,5.4,3.6,4.3
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,21,Kentucky,5.6,2.5,4.7
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,21,Kentucky,5.7,3.4,5
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,21,Kentucky,7,4.2,5.8
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,21,Kentucky,7,3.2,4.8
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,21,Kentucky,8.9,3.2,7.7
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,21,Kentucky,8.4,3.1,5.6
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,21,Kentucky,8.2,4.5,5.5
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,22,Louisiana,4.3,2.9,4.6
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,22,Louisiana,4.1,3.1,4.7
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,22,Louisiana,4.4,3,4.4
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,22,Louisiana,4.4,2.9,4.6
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,22,Louisiana,4.3,3,4.2
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,22,Louisiana,4.4,3.1,4.5
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,22,Louisiana,4.4,3.6,4.4
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,22,Louisiana,4.8,2.8,4.5
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,22,Louisiana,4.8,2.7,4.4
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,22,Louisiana,4.6,2.6,4.4
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,22,Louisiana,4.5,2.7,4.9
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,22,Louisiana,4.1,3.2,4.1
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,22,Louisiana,4.3,2.4,3.9
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,22,Louisiana,4.7,2.6,4
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,22,Louisiana,3.4,2.1,3.3
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,22,Louisiana,3.4,1.8,2.5
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,22,Louisiana,4.5,1.9,5.3
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,22,Louisiana,4.4,2.4,5.1
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,22,Louisiana,4.8,2.5,4.5
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,22,Louisiana,5.3,2.8,5
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,22,Louisiana,4.9,3.7,4.3
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,22,Louisiana,5.5,2.6,5.2
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,22,Louisiana,5,3.1,5.5
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,22,Louisiana,4.6,3,4.4
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,22,Louisiana,5.3,2.7,4.4
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,22,Louisiana,5.4,2.9,4.4
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,22,Louisiana,5.4,2.8,4.7
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,22,Louisiana,5.5,3,4.2
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,22,Louisiana,5.7,3,5.1
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,22,Louisiana,6.4,3.2,5.1
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,22,Louisiana,6.7,3,5
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,22,Louisiana,6.9,3.1,5.1
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,23,Maine,4.8,1.7,3.9
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,23,Maine,4.6,1.7,3.9
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,23,Maine,4.8,2.2,3.8
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,23,Maine,4.2,1.9,3.8
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,23,Maine,4.9,1.9,4.2
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,23,Maine,4.8,2.2,4.4
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,23,Maine,4.2,1.9,3.9
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,23,Maine,4.6,2,3.9
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,23,Maine,4.9,2,4.1
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,23,Maine,4.8,2.4,3.9
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,23,Maine,4.5,2,3.8
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,23,Maine,4.6,1.9,3.9
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,23,Maine,4.6,1.9,3.7
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,23,Maine,4.8,2.3,4.4
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,23,Maine,3.8,1.6,3.6
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,23,Maine,4.2,1.1,2.9
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,23,Maine,4.1,1.1,6.6
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,23,Maine,4.1,2.1,6.3
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,23,Maine,4.3,2.4,4.5
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,23,Maine,4.1,2.2,4.6
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,23,Maine,5.4,1.8,4.5
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,23,Maine,4.8,2.2,4.5
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,23,Maine,4.6,2.3,4.2
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,23,Maine,4.6,2,4
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,23,Maine,4.6,2.2,4.1
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,23,Maine,5.3,2.3,4.5
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,23,Maine,6.3,2.3,4.4
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,23,Maine,6.7,1.6,4.9
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,23,Maine,6.4,2,2.9
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,23,Maine,6.5,2.6,4.4
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,23,Maine,8.3,2.9,4.4
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,23,Maine,6.9,2.8,4.2
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,24,Maryland,4.9,2.4,3.8
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,24,Maryland,4.7,2.6,3.7
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,24,Maryland,5.2,2.3,3.5
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,24,Maryland,4.7,2.3,3.6
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,24,Maryland,4.6,2.3,3.4
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,24,Maryland,4.7,2.7,3.9
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,24,Maryland,4.7,2.2,4.5
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,24,Maryland,4.6,2.2,3.9
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,24,Maryland,4.8,2.3,3.8
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,24,Maryland,5.5,2.1,3.9
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,24,Maryland,4.4,2.3,4
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,24,Maryland,4.9,2.2,3.7
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,24,Maryland,5.6,2.4,3.9
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,24,Maryland,5.3,2,4
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,24,Maryland,4.6,1.9,3.1
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,24,Maryland,4,1.6,2.7
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,24,Maryland,4.4,1.7,5.4
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,24,Maryland,5.1,1.8,3.9
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,24,Maryland,5.8,2.1,4.2
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,24,Maryland,5.1,1.7,3.7
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,24,Maryland,5.2,1.7,2.7
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,24,Maryland,5.4,2.1,3.6
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,24,Maryland,5,2,4.9
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,24,Maryland,4.8,1.7,3.2
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,24,Maryland,5.1,1.9,2.9
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,24,Maryland,5.8,2,3
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,24,Maryland,7.1,2,3
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,24,Maryland,7.5,2.5,3.1
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,24,Maryland,6.7,2.2,3.4
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,24,Maryland,7,2.4,4.3
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,24,Maryland,7.9,2.6,4.5
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,24,Maryland,7.3,2.7,3.8
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,25,Massachusetts,4.9,1.5,3.4
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,25,Massachusetts,4.6,1.4,3.3
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,25,Massachusetts,4.8,2,3.2
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,25,Massachusetts,4.7,1.5,3.1
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,25,Massachusetts,4.6,1.3,3.3
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,25,Massachusetts,4.4,1.6,3.8
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,25,Massachusetts,3.8,1.4,3.2
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,25,Massachusetts,4.6,2.2,3.4
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,25,Massachusetts,4.2,1.7,3.6
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,25,Massachusetts,4.1,1.9,3.2
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,25,Massachusetts,4,1.8,3.4
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,25,Massachusetts,3.8,1.7,3.5
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,25,Massachusetts,4.2,1.6,3
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,25,Massachusetts,4.7,1.9,3.3
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,25,Massachusetts,3.6,1.3,3.3
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,25,Massachusetts,3.9,1.4,2.7
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,25,Massachusetts,3.9,1,5.2
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,25,Massachusetts,4.5,1.6,6.9
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,25,Massachusetts,4.6,1.4,4.2
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,25,Massachusetts,4,1.5,4.1
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,25,Massachusetts,4.1,1.6,3.4
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,25,Massachusetts,4.5,1.8,3.6
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,25,Massachusetts,4.6,1.8,3.2
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,25,Massachusetts,4.2,1.5,3.2
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,25,Massachusetts,4.2,1.9,3.2
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,25,Massachusetts,4.8,2,3.6
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,25,Massachusetts,5.9,2.2,4.7
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,25,Massachusetts,5.7,2.1,3.8
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,25,Massachusetts,6.2,2,3.8
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,25,Massachusetts,6.1,1.9,4.4
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,25,Massachusetts,7.6,2.2,4.3
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,25,Massachusetts,7.4,2.5,3.7
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,26,Michigan,4.8,2.3,3.2
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,26,Michigan,4.4,2.4,4.6
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,26,Michigan,5.1,2.3,3.9
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,26,Michigan,4.8,2.5,4.1
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,26,Michigan,4.8,2.4,4
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,26,Michigan,4.8,2.4,3.7
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,26,Michigan,4.5,2.5,3.7
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,26,Michigan,4.4,2.8,3.7
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,26,Michigan,4.5,2.3,3.9
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,26,Michigan,5.1,2.4,3.6
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,26,Michigan,4.6,2.3,3.6
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,26,Michigan,4.3,2.2,3.5
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,26,Michigan,4.7,2.3,3.3
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,26,Michigan,4.6,2.2,3.8
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,26,Michigan,3,2.2,3.5
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,26,Michigan,2.8,1.6,4
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,26,Michigan,3.6,1.5,8.3
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,26,Michigan,5.4,2.3,9.2
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,26,Michigan,5.6,2.8,5.7
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,26,Michigan,5.2,2.6,6.1
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,26,Michigan,4.9,2.6,4.3
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,26,Michigan,4.7,2.9,4.5
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,26,Michigan,4.9,2.4,4.9
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,26,Michigan,5.1,2.8,4
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,26,Michigan,5.7,2.4,4.1
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,26,Michigan,5.8,2.8,5.1
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,26,Michigan,5.9,2.8,4.4
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,26,Michigan,7.4,3.8,4.8
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,26,Michigan,8.7,3.1,4.9
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,26,Michigan,9.5,2.5,6.2
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,26,Michigan,8.3,3.3,5.5
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,26,Michigan,7.2,3.1,5
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,27,Minnesota,4.9,1.9,4.4
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,27,Minnesota,4.7,1.9,3.1
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,27,Minnesota,4.5,1.8,3.1
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,27,Minnesota,4.6,2,2.9
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,27,Minnesota,5.3,1.7,3.2
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,27,Minnesota,4.8,2.1,3.4
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,27,Minnesota,4.4,2.4,3.4
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,27,Minnesota,4.4,1.9,3.3
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,27,Minnesota,4.1,2,3.4
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,27,Minnesota,3.9,1.9,3.2
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,27,Minnesota,4,1.8,3.1
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,27,Minnesota,3.8,2.1,3
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,27,Minnesota,4.3,1.8,2.9
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,27,Minnesota,3.9,1.7,3.3
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,27,Minnesota,3.5,1.5,3.2
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,27,Minnesota,3.3,1.3,3.1
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,27,Minnesota,3.5,1,4.2
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,27,Minnesota,3.8,1.6,5.6
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,27,Minnesota,4.6,2.2,3.6
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,27,Minnesota,3.9,1.5,3.9
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,27,Minnesota,3.7,1.5,2.7
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,27,Minnesota,4.2,1.8,3.3
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,27,Minnesota,4,1.9,3.4
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,27,Minnesota,3.8,2.1,3.3
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,27,Minnesota,3.9,1.8,3.3
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,27,Minnesota,4.5,1.9,3.4
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,27,Minnesota,4.4,2,3.3
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,27,Minnesota,5.8,2.1,3.2
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,27,Minnesota,5.8,2,2.6
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,27,Minnesota,6,3.1,4.3
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,27,Minnesota,6.7,2.6,4.2
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,27,Minnesota,6.4,2.6,3.4
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,28,Mississippi,4.4,2.6,4.1
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,28,Mississippi,4.4,2.8,4.2
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,28,Mississippi,4.5,3,4.2
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,28,Mississippi,4.6,2.8,4.2
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,28,Mississippi,4.6,2.8,4.1
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,28,Mississippi,4.5,2.7,4.6
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,28,Mississippi,4,2.7,4.1
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,28,Mississippi,4.2,2.6,3.9
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,28,Mississippi,4.6,2.6,4.1
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,28,Mississippi,4.2,2.3,4
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,28,Mississippi,4.1,2.6,4.2
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,28,Mississippi,3.8,3,4.1
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,28,Mississippi,4.3,2.8,4.1
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,28,Mississippi,4.4,2.7,4.2
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,28,Mississippi,3.7,1.7,3.5
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,28,Mississippi,3.3,1.8,3.5
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,28,Mississippi,4.6,2,6.2
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,28,Mississippi,4.7,2.2,5.6
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,28,Mississippi,4.9,2,4.8
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,28,Mississippi,5.5,3.4,5.4
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,28,Mississippi,5.1,3.3,4.8
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,28,Mississippi,5.1,3,5.1
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,28,Mississippi,4.9,3.1,4.9
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,28,Mississippi,5,3.6,4.4
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,28,Mississippi,5.3,3,4.5
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,28,Mississippi,5.6,3.2,4.1
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,28,Mississippi,6.4,3.4,4.7
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,28,Mississippi,5.8,3.7,5.1
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,28,Mississippi,6.9,2.7,5.6
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,28,Mississippi,6.8,3.2,6.4
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,28,Mississippi,6.9,2.6,5.1
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,28,Mississippi,7,3.4,4.9
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,29,Missouri,5.1,2.5,3.4
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,29,Missouri,5,1.8,3.3
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,29,Missouri,4.8,2.1,3.6
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,29,Missouri,5.5,2.5,4.2
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,29,Missouri,5.2,2.3,3.6
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,29,Missouri,5.4,2.8,3.9
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,29,Missouri,5.8,2.4,3.7
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,29,Missouri,4.5,2.1,3.9
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,29,Missouri,4.5,2.4,3.4
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,29,Missouri,4.3,2.3,3.8
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,29,Missouri,4.2,2.5,5.2
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,29,Missouri,3.7,2.3,3.9
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,29,Missouri,4.1,2.8,4
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,29,Missouri,4.1,2.9,3.9
