period_date,year,period,month,period_abbr,period_name,sizeclass_code,industry_code,industry_text,state_code,state_text,jobs,quits,hires
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,11,District of Columbia,3.3,1.8,2
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,11,District of Columbia,3.8,1.9,2.4
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,11,District of Columbia,4.1,1.9,3.1
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,11,District of Columbia,3.7,1.9,2.2
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,11,District of Columbia,4.1,1.8,2.3
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,11,District of Columbia,3.9,1.9,2.7
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,11,District of Columbia,3.9,1.9,2.9
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,11,District of Columbia,5.1,1.9,2.4
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,11,District of Columbia,3.8,2,2.4
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,11,District of Columbia,5,1.9,2.7
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,11,District of Columbia,5.8,1.7,3.1
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,11,District of Columbia,4.9,1.7,2.9
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,12,Florida,4.9,2.4,3.8
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,12,Florida,4,2.3,3.8
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,12,Florida,4.6,2.4,3.8
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,12,Florida,4.4,2.2,3.7
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,12,Florida,4.6,2.5,3.6
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,12,Florida,4.1,2.5,3.8
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,12,Florida,4.6,2.5,4.2
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,12,Florida,4.5,2.5,4
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,12,Florida,4.5,2.4,4.4
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,12,Florida,4.5,2.3,4.1
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,12,Florida,4.4,2.7,4.1
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,12,Florida,4.4,2.6,4
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,12,Florida,4.6,2.5,4.2
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,12,Florida,4.4,2.5,4.2
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,12,Florida,4,2.4,3.9
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,12,Florida,3.3,1.8,3.3
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,12,Florida,3.8,1.6,6.4
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,12,Florida,4,2.3,4.6
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,12,Florida,4.4,2.6,3.8
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,12,Florida,4.3,2.3,3.8
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,12,Florida,4.4,2.6,4
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,12,Florida,4.5,3.1,4.1
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,12,Florida,4.4,2.7,4.1
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,12,Florida,4.4,2.6,3.7
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,12,Florida,4.6,2.7,2.9
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,12,Florida,5,2.8,3.9
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,12,Florida,4.7,2.8,3.6
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,12,Florida,5.2,2.8,4
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,12,Florida,5.8,2.7,4.2
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,12,Florida,6.2,2.6,4.5
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,12,Florida,7.5,3.1,4.8
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,12,Florida,6.9,3,4.8
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,13,Georgia,4.7,2.3,3.9
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,13,Georgia,4.7,2.5,3.8
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,13,Georgia,5,2.6,3.7
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,13,Georgia,4.9,2.8,4.1
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,13,Georgia,4.5,2.6,3.9
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,13,Georgia,4.6,2.4,4.2
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,13,Georgia,4.7,3.2,4.3
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,13,Georgia,4.7,2.6,3.7
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,13,Georgia,5,2.1,4.2
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,13,Georgia,5,2.6,4.2
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,13,Georgia,4.9,2.7,4.4
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,13,Georgia,4.9,2.9,4.2
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,13,Georgia,4.8,3,4
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,13,Georgia,4.6,2.7,4.1
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,13,Georgia,3.2,1.8,3.6
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,13,Georgia,3.4,2.1,3.8
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,13,Georgia,4.9,2.1,5.1
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,13,Georgia,5.1,2,4.8
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,13,Georgia,5.4,2.8,4.7
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,13,Georgia,5.6,3.4,5
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,13,Georgia,5.3,2.9,4.6
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,13,Georgia,5.4,2.8,4.9
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,13,Georgia,5.5,2.9,4.3
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,13,Georgia,5.8,3.1,4.4
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,13,Georgia,6.5,3,4.4
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,13,Georgia,5.9,3,4.6
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,13,Georgia,6.1,2.9,4.8
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,13,Georgia,6.9,4.2,5.4
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,13,Georgia,7.3,3,5.7
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,13,Georgia,7.4,4.1,5.5
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,13,Georgia,7.7,3.4,5.3
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,13,Georgia,8,4.2,5.5
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,15,Hawaii,5.6,3,4.7
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,15,Hawaii,4.6,2.6,3.3
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,15,Hawaii,4.5,2.3,3.5
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,15,Hawaii,3.7,2.3,3.3
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,15,Hawaii,4.5,2.3,3.5
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,15,Hawaii,4.5,2.4,3.3
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,15,Hawaii,4.6,2.6,3.8
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,15,Hawaii,4.4,2.3,3.6
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,15,Hawaii,4.5,2.4,3.5
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,15,Hawaii,4.5,2.6,3.5
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,15,Hawaii,4.2,2.1,3.3
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,15,Hawaii,4.1,2.7,3.5
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,15,Hawaii,4.3,2,3.8
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,15,Hawaii,4.1,2.3,3.6
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,15,Hawaii,3.5,2,3.1
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,15,Hawaii,3,2.4,2.6
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,15,Hawaii,4.5,2.6,7.5
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,15,Hawaii,4.2,2.1,5.7
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,15,Hawaii,4.5,3,4.3
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,15,Hawaii,3.7,2.3,3.8
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,15,Hawaii,3,4.7,3.3
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,15,Hawaii,5.4,2.1,6.7
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,15,Hawaii,5.5,2.1,6
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,15,Hawaii,5.1,1.5,4.1
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,15,Hawaii,4.7,2.2,3.7
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,15,Hawaii,4.4,2.2,3.3
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,15,Hawaii,4.7,2.4,3.8
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,15,Hawaii,4.6,3.9,3.4
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,15,Hawaii,6.6,4.2,5.7
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,15,Hawaii,6.1,2.8,4.5
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,15,Hawaii,7.3,3.3,4.5
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,15,Hawaii,5.6,3.3,4
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,16,Idaho,5.1,3.1,4.8
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,16,Idaho,5.1,3.6,4.5
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,16,Idaho,5.1,2.9,4.7
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,16,Idaho,4.5,2.5,4.8
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,16,Idaho,4.8,2.9,4.5
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,16,Idaho,5,3,4.5
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,16,Idaho,5.9,3,4.7
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,16,Idaho,4.7,2.9,4.8
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,16,Idaho,5.1,3,4.8
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,16,Idaho,5,3,4.7
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,16,Idaho,4.9,2.9,4.8
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,16,Idaho,5,3.2,5.1
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,16,Idaho,4.8,2.8,4.9
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,16,Idaho,4.9,3,5.3
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,16,Idaho,4.5,2.1,4.7
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,16,Idaho,4.9,2,4.6
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,16,Idaho,4.6,1.7,10.2
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,16,Idaho,4.1,2.3,6.8
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,16,Idaho,4.8,2.7,5.3
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,16,Idaho,4.6,2.5,5
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,16,Idaho,4.4,2.5,5.1
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,16,Idaho,4.8,2.7,5.2
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,16,Idaho,5,2.6,4.8
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,16,Idaho,5.1,2.7,4.6
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,16,Idaho,5.1,2.9,4.7
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,16,Idaho,5.2,2.8,4.9
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,16,Idaho,6.6,2.8,5.2
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,16,Idaho,8.2,3.1,5
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,16,Idaho,6.7,2.4,5.1
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,16,Idaho,7.1,2.9,6
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,16,Idaho,7.8,3,5.6
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,16,Idaho,7,4.1,5.5
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,17,Illinois,4.9,2,3.7
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,17,Illinois,4.6,2.3,3.7
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,17,Illinois,4.8,2,2.8
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,17,Illinois,4.5,2,3.5
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,17,Illinois,4.1,2.2,3.5
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,17,Illinois,4.3,1.7,3.5
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,17,Illinois,4.1,1.9,3.3
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,17,Illinois,3.9,2.2,3.5
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,17,Illinois,4,1.9,3.5
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,17,Illinois,4.4,2.3,3.4
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,17,Illinois,4,2.1,3.5
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,17,Illinois,4.2,2.1,3.8
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,17,Illinois,4.1,2.2,3.5
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,17,Illinois,4.2,2.3,3.7
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,17,Illinois,3.6,1.9,2.8
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,17,Illinois,3,2.2,3.7
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,17,Illinois,3.4,2.1,4.7
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,17,Illinois,4,2,5.6
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,17,Illinois,4.4,2.3,4.4
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,17,Illinois,3.9,1.9,5.2
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,17,Illinois,4.1,2.3,4.2
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,17,Illinois,4.3,2.1,3.9
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,17,Illinois,4.1,2.2,4.2
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,17,Illinois,4.5,2.7,4.2
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,17,Illinois,4.4,2.2,4.7
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,17,Illinois,4.2,2,4.3
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,17,Illinois,5.2,2.6,4.4
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,17,Illinois,5.6,2.8,4.2
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,17,Illinois,5.4,2.8,4
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,17,Illinois,6.5,2.8,5.1
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,17,Illinois,6.9,2.9,6.1
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,17,Illinois,6.3,3.5,4.1
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,18,Indiana,5.3,2.7,4.1
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,18,Indiana,4.7,2.5,4
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,18,Indiana,4.4,2.6,4.1
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,18,Indiana,5,2.7,4.6
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,18,Indiana,4.6,2.6,4.2
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,18,Indiana,4.9,2.5,3.9
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,18,Indiana,5,3.4,5.8
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,18,Indiana,4.6,2.7,4.5
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,18,Indiana,4.8,2.7,4.7
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,18,Indiana,5.3,2.8,4.8
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,18,Indiana,4.4,2.7,5
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,18,Indiana,3.8,2.8,4.7
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,18,Indiana,4.7,2.8,4.6
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,18,Indiana,4.5,2.7,4.7
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,18,Indiana,3.5,2.4,3.7
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,18,Indiana,3.2,2,3.7
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,18,Indiana,4.3,1.6,8.8
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,18,Indiana,4.3,1.7,6
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,18,Indiana,4.8,2.8,4.6
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,18,Indiana,4.4,2.3,4.5
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,18,Indiana,4.8,2.7,3.8
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,18,Indiana,4.8,2.4,3.6
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,18,Indiana,4.9,2.6,4.4
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,18,Indiana,4.6,2.8,4.1
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,18,Indiana,4.7,2.4,3.7
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,18,Indiana,4.8,2.6,4.4
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,18,Indiana,5.5,2.6,4
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,18,Indiana,6.5,3.4,4.7
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,18,Indiana,7.1,2.8,6.2
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,18,Indiana,7.1,3.1,5.8
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,18,Indiana,6.9,3.2,5.3
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,18,Indiana,6.5,3.6,4.6
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,19,Iowa,4.5,2.1,3.5
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,19,Iowa,4.5,2.1,3.3
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,19,Iowa,4.7,1.9,3.6
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,19,Iowa,4.7,2.1,3.7
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,19,Iowa,4.6,2.5,3.6
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,19,Iowa,4.8,2.9,4
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,19,Iowa,4.5,2,3.5
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,19,Iowa,4.3,2.2,3.8
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,19,Iowa,4.5,2.1,3.4
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,19,Iowa,4.6,2.1,3.4
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,19,Iowa,4.4,2.1,3.5
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,19,Iowa,4.2,2.1,3.3
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,19,Iowa,4.7,2.3,3.4
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,19,Iowa,4.4,2.2,3.5
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,19,Iowa,3.3,1.7,3.2
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,19,Iowa,3.4,1.2,3.2
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,19,Iowa,3.6,1.5,4.6
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,19,Iowa,3.9,1.8,4.2
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,19,Iowa,4.6,2.6,4.4
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,19,Iowa,4.1,2.3,4
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,19,Iowa,4.4,2.1,4.3
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,19,Iowa,4.6,2.4,3.8
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,19,Iowa,4.5,2.1,4.2
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,19,Iowa,4.5,1.9,4.2
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,19,Iowa,4.6,2.3,3.6
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,19,Iowa,4.8,2.5,4.2
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,19,Iowa,5.3,2.4,4.6
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,19,Iowa,6.2,2.2,4.4
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,19,Iowa,5.4,2.6,4.2
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,19,Iowa,5.6,2.8,4.8
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,19,Iowa,6.3,2.7,4.3
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,19,Iowa,5.9,3.6,3.6
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,20,Kansas,5,2.1,3.4
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,20,Kansas,5.1,2.4,3.7
3/1/2019,2019,M03,3,MAR,March,0,0,Total nonfarm,20,Kansas,5.1,2.5,3.7
4/1/2019,2019,M04,4,APR,April,0,0,Total nonfarm,20,Kansas,5.5,2.5,4.5
5/1/2019,2019,M05,5,MAY,May,0,0,Total nonfarm,20,Kansas,4.8,2.6,4.4
6/1/2019,2019,M06,6,JUN,June,0,0,Total nonfarm,20,Kansas,4.9,2.7,3.8
7/1/2019,2019,M07,7,JUL,July,0,0,Total nonfarm,20,Kansas,4.8,2.5,3.9
8/1/2019,2019,M08,8,AUG,August,0,0,Total nonfarm,20,Kansas,4.9,2.3,3.9
9/1/2019,2019,M09,9,SEP,September,0,0,Total nonfarm,20,Kansas,4.6,2.4,3.9
10/1/2019,2019,M10,10,OCT,October,0,0,Total nonfarm,20,Kansas,4.6,2.2,3.6
11/1/2019,2019,M11,11,NOV,November,0,0,Total nonfarm,20,Kansas,4.4,2.3,3.4
12/1/2019,2019,M12,12,DEC,December,0,0,Total nonfarm,20,Kansas,4,2.3,3.4
1/1/2020,2020,M01,1,JAN,January,0,0,Total nonfarm,20,Kansas,4.5,2.5,3.6
2/1/2020,2020,M02,2,FEB,February,0,0,Total nonfarm,20,Kansas,4.7,2.4,3.5
3/1/2020,2020,M03,3,MAR,March,0,0,Total nonfarm,20,Kansas,3.7,1.7,3
4/1/2020,2020,M04,4,APR,April,0,0,Total nonfarm,20,Kansas,4.1,1.3,3.1
5/1/2020,2020,M05,5,MAY,May,0,0,Total nonfarm,20,Kansas,4.1,0.9,4.6
6/1/2020,2020,M06,6,JUN,June,0,0,Total nonfarm,20,Kansas,4.2,1.8,3.8
7/1/2020,2020,M07,7,JUL,July,0,0,Total nonfarm,20,Kansas,4.7,2.6,3.9
8/1/2020,2020,M08,8,AUG,August,0,0,Total nonfarm,20,Kansas,4.4,2,4
9/1/2020,2020,M09,9,SEP,September,0,0,Total nonfarm,20,Kansas,4.2,2.2,3.4
10/1/2020,2020,M10,10,OCT,October,0,0,Total nonfarm,20,Kansas,4.6,2.4,3.6
11/1/2020,2020,M11,11,NOV,November,0,0,Total nonfarm,20,Kansas,4.6,2.3,3.8
12/1/2020,2020,M12,12,DEC,December,0,0,Total nonfarm,20,Kansas,4.8,2.2,3.5
1/1/2021,2021,M01,1,JAN,January,0,0,Total nonfarm,20,Kansas,4.9,2.3,3.6
2/1/2021,2021,M02,2,FEB,February,0,0,Total nonfarm,20,Kansas,5.2,2.3,3.7
3/1/2021,2021,M03,3,MAR,March,0,0,Total nonfarm,20,Kansas,5.6,2.1,4
4/1/2021,2021,M04,4,APR,April,0,0,Total nonfarm,20,Kansas,6.2,2.1,3.6
5/1/2021,2021,M05,5,MAY,May,0,0,Total nonfarm,20,Kansas,5.5,2,3.3
6/1/2021,2021,M06,6,JUN,June,0,0,Total nonfarm,20,Kansas,5.2,2.9,5
7/1/2021,2021,M07,7,JUL,July,0,0,Total nonfarm,20,Kansas,5.9,2.9,4.6
8/1/2021,2021,M08,8,AUG,August,0,0,Total nonfarm,20,Kansas,5.5,3.1,3.8
1/1/2019,2019,M01,1,JAN,January,0,0,Total nonfarm,21,Kentucky,4.5,2.7,4.2
2/1/2019,2019,M02,2,FEB,February,0,0,Total nonfarm,21,Kentucky,4.7,2.7,4.5
